input,output
"# Context:
Five experienced plumbers—Frank, Gene, Jill, Kathy, and Mark—and four inexperienced plumbers—Roberta, Sally, Tim, and Vernon—must decide which of them will be assigned to four work teams of exactly two plumbers each. Assignments must meet the following restrictions: Each plumber is assigned to at most one team. At least one plumber on each team must be experienced. Neither Mark nor Roberta nor Vernon can be assigned to a team with Frank. If Tim is assigned to a team, either Gene or Kathy must be assigned to that team. Jill cannot be assigned to a team with Roberta.

# Question:
Which one of the following is an inexperienced plumber who can be assigned to a team with Frank?

# Options:
A) Kathy
B) Roberta
C) Sally
D) Tim
E) Vernon","# Declarations
experienced_plumbers = EnumSort([Frank, Gene, Jill, Kathy, Mark])
inexperienced_plumbers = EnumSort([Roberta, Sally, Tim, Vernon])
teams = EnumSort([team1, team2, team3, team4])
assigned = Function([experienced_plumbers, inexperienced_plumbers] -> [teams])
# Constraints
ForAll([e:experienced_plumbers, i:inexperienced_plumbers], assigned(e, i) != None) ::: Each plumber is assigned to at most one team
ForAll([t:teams], Exists([e:experienced_plumbers, i:inexperienced_plumbers], assigned(e, i) == t)) ::: At least one plumber on each team must be experienced
ForAll([i:inexperienced_plumbers], assigned(Frank, i) != None) ::: Neither Mark nor Roberta nor Vernon can be assigned to a team with Frank
ForAll([e:experienced_plumbers], assigned(e, Roberta) != None) ::: Neither Mark nor Roberta nor Vernon can be assigned to a team with Frank
ForAll([e:experienced_plumbers], assigned(e, Vernon) != None) ::: Neither Mark nor Roberta nor Vernon can be assigned to a team with Frank
Implies(assigned(e, Tim) != None, Or(assigned(Gene, i) != None, assigned(Kathy, i) != None)) ::: If Tim is assigned to a team, either Gene or Kathy must be assigned to that team
ForAll([i:inexperienced_plumbers], assigned(Jill, i) != None) ::: Jill cannot be assigned to a team with Roberta
# Options
is_valid(assigned(Frank, Sally) != None) ::: (C)"
"# Context:
A breeder has ten birds: Kind Male Female Goldfinches H J, K Lovebirds M N Parakeets Q, R, S T, W The breeder exhibits pairs of birds consisting of one male and one female of the same kind. At most two pairs can be exhibited at a time; the remaining birds must be distributed between two cages. The breeder is constrained by the following conditions: Neither cage can contain more than four birds. Any two birds that are both of the same sex and of the same kind as each other cannot be caged together. Whenever either J or W is exhibited, S cannot be exhibited.

# Question:
If Q and T are among the birds assigned to the cages, which one of the following is a pair of birds that must be exhibited?

# Options:
A) H and J
B) H and K
C) M and N
D) R and W
E) S and W","# Declarations
birds = EnumSort([H, J, K, M, N, Q, R, S, T, W])
genders = EnumSort([Male, Female])
kinds = EnumSort([Goldfinch, Lovebird, Parakeet])
caged = Function([birds] -> [bool])
exhibited = Function([birds, birds] -> [bool])
bird_gender = Function([birds] -> [genders])
bird_kind = Function([birds, birds] -> [bool])
# Constraints
Count([b:birds], caged(b)) <= 8 ::: At most two pairs can be exhibited at a time
ForAll([b1:birds, b2:birds], Implies(exhibited(b1, b2), And(bird_gender(b1) != bird_gender(b2), bird_kind(b1, b2)))) ::: Exhibited pairs consist of one male and one female of the same kind
ForAll([c1:birds, c2:birds], Implies(And(caged(c1), caged(c2), bird_gender(c1) == bird_gender(c2), bird_kind(c1, c2)), c1 == c2)) ::: Any two birds that are both of the same sex and of the same kind as each other cannot be caged together
ForAll([b:birds], Implies(Or(exhibited(J, b), exhibited(W, b)), Not(exhibited(S, b)))) ::: Whenever either J or W is exhibited, S cannot be exhibited
caged(Q) ::: Q is among the birds assigned to the cages
caged(T) ::: T is among the birds assigned to the cages
# Options
is_valid(And(exhibited(H, J), Not(caged(H)), Not(caged(J)))) ::: (A)
is_valid(And(exhibited(H, K), Not(caged(H)), Not(caged(K)))) ::: (B)
is_valid(And(exhibited(M, N), Not(caged(M)), Not(caged(N)))) ::: (C)
is_valid(And(exhibited(R, W), Not(caged(R)), Not(caged(W)))) ::: (D)
is_valid(And(exhibited(S, W), Not(caged(S)), Not(caged(W)))) ::: (E)"
"# Context:
On an undeveloped street, a developer will simultaneously build four houses on one side, numbered consecutively 1, 3, 5, and 7, and fos on the opposite side, numbered consecutively 2, 4, 6, and 8. Houses 2, 4, 6, and 8 will face houses 1, 3, 5, and 7, respectively. Each house will be exactly one of three styles—ranch, split-level, or Tudor—according to the following conditions: Adjacent houses are of different styles. No split-level house faces another split-level house. Every ranch house has at least one Tudor house adjacent to it. House 3 is a ranch house. House 6 is a split-level house.

# Question:
Any of the following could be a Tudor house EXCEPT house

# Options:
A) 1
B) 2
C) 4
D) 7
E) 8","# Declarations
houses = EnumSort([1, 2, 3, 4, 5, 6, 7, 8])
styles = EnumSort([ranch, split_level, Tudor])
style = Function([houses] -> [styles])
# Constraints
ForAll([h:houses], Implies(h != 1, style(h) != style(h-1))) ::: Adjacent houses are of different styles
ForAll([h:houses], Implies(h != 8, style(h) != style(h+1))) ::: Adjacent houses are of different styles
style(2) != style(6) ::: No split-level house faces another split-level house
style(4) != style(6) ::: No split-level house faces another split-level house
style(6) != style(8) ::: No split-level house faces another split-level house
ForAll([h:houses], Implies(style(h) == ranch, Or(style(h-1) == Tudor, style(h+1) == Tudor))) ::: Every ranch house has at least one Tudor house adjacent to it
style(3) == ranch ::: House 3 is a ranch house
style(6) == split_level ::: House 6 is a split-level house
# Options
is_unsat(style(1) == Tudor) ::: (A)
is_unsat(style(2) == Tudor) ::: (B)
is_unsat(style(4) == Tudor) ::: (C)
is_unsat(style(7) == Tudor) ::: (D)
is_unsat(style(8) == Tudor) ::: (E)"
"# Context:
Eight new students—R, S, T, V, W, X, Y, Z—are being divided among exactly three classes—class 1, class 2, and class 3. Classes 1 and 2 will gain three new students each; class 3 will gain two new students. The following restrictions apply: R must be added to class 1. S must be added to class 3. Neither S nor W can be added to the same class as Y. V cannot be added to the same class as Z. If T is added to class 1, Z must also be added to class 1.

# Question:
Which one of the following must be true?

# Options:
A) If T and X are added to class 2, V is added to class 3.
B) If V and W are added to class 1, T is added to class 3.
C) If V and W are added to class 1, Z is added to class 3.
D) If V and X are added to class 1, W is added to class 3.
E) If Y and Z are added to class 2, X is added to class 2.","# Declarations
students = EnumSort([R, S, T, V, W, X, Y, Z])
classes = EnumSort([class1, class2, class3])
assigned = Function([students] -> [classes])
# Constraints
Count([s:students], assigned(s) == class1) == 3 ::: class 1 will gain three new students
Count([s:students], assigned(s) == class2) == 3 ::: class 2 will gain three new students
Count([s:students], assigned(s) == class3) == 2 ::: class 3 will gain two new students
assigned(R) == class1 ::: R must be added to class 1
assigned(S) == class3 ::: S must be added to class 3
assigned(S) != assigned(Y) ::: Neither S nor W can be added to the same class as Y
assigned(W) != assigned(Y) ::: Neither S nor W can be added to the same class as Y
assigned(V) != assigned(Z) ::: V cannot be added to the same class as Z
Implies(assigned(T) == class1, assigned(Z) == class1) ::: If T is added to class 1, Z must also be added to class 1
# Options
is_valid(Implies(And(assigned(T) == class2, assigned(X) == class2), assigned(V) == class3)) ::: (A)
is_valid(Implies(And(assigned(V) == class1, assigned(W) == class1), assigned(T) == class3)) ::: (B)
is_valid(Implies(And(assigned(V) == class1, assigned(W) == class1), assigned(Z) == class3)) ::: (C)
is_valid(Implies(And(assigned(V) == class1, assigned(X) == class1), assigned(W) == class3)) ::: (D)
is_valid(Implies(And(assigned(Y) == class2, assigned(Z) == class2), assigned(X) == class2)) ::: (E)"
"# Context:
During each of the fall, winter, spring, and summer seasons of one year, Nikki and Otto each participate in exactly one of the following five sports: hockey, kayaking, mountaineering, running, and volleyball. Each child participates in exactly four different sports during the year. In the fall, each child participates in mountaineering, running, or volleyball. In the winter, each child participates in hockey or volleyball. In the spring, each child participates in kayaking, mountaineering, running, or volleyball. In the summer, each child participates in kayaking, mountaineering, or volleyball. Nikki and Otto do not participate in the same sport during the same season. Otto's summer sport is volleyball.

# Question:
Which one of the following statements could be true?

# Options:
A) Nikki's fall sport is neither mountaineering nor running.
B) Nikki's spring sport is neither mountaineering nor running.
C) Nikki's summer sport is neither kayaking nor mountaineering.
D) Otto's fall sport is neither mountaineering nor running.
E) Otto's spring sport is neither kayaking, nor mountaineering, nor running.","# Declarations
seasons = EnumSort([fall, winter, spring, summer])
sports = EnumSort([hockey, kayaking, mountaineering, running, volleyball])
children = EnumSort([Nikki, Otto])
participates = Function([children, seasons] -> [sports])
# Constraints
ForAll([c:children], Count([s:seasons], participates(c, s) == mountaineering) == 1) ::: Each child participates in exactly four different sports during the year
ForAll([c:children], Count([s:seasons], participates(c, s) == running) == 1) ::: Each child participates in exactly four different sports during the year
ForAll([c:children], Count([s:seasons], participates(c, s) == kayaking) == 1) ::: Each child participates in exactly four different sports during the year
ForAll([c:children], Count([s:seasons], participates(c, s) == hockey) == 1) ::: Each child participates in exactly four different sports during the year
ForAll([c:children], Count([s:seasons], participates(c, s) == volleyball) == 1) ::: Each child participates in exactly four different sports during the year
ForAll([c:children], participates(c, fall) != hockey) ::: In the fall, each child participates in mountaineering, running, or volleyball
ForAll([c:children], participates(c, fall) != kayaking) ::: In the fall, each child participates in mountaineering, running, or volleyball
ForAll([c:children], participates(c, winter) != mountaineering) ::: In the winter, each child participates in hockey or volleyball
ForAll([c:children], participates(c, winter) != running) ::: In the winter, each child participates in hockey or volleyball
ForAll([c:children], participates(c, winter) != kayaking) ::: In the winter, each child participates in hockey or volleyball
ForAll([c:children], participates(c, spring) != hockey) ::: In the spring, each child participates in kayaking, mountaineering, running, or volleyball
ForAll([c:children], participates(c, summer) != hockey) ::: In the summer, each child participates in kayaking, mountaineering, or volleyball
ForAll([c:children], participates(c, summer) != running) ::: In the summer, each child participates in kayaking, mountaineering, or volleyball
participates(Otto, summer) == volleyball ::: Otto's summer sport is volleyball
ForAll([s:seasons], participates(Nikki, s) != participates(Otto, s)) ::: Nikki and Otto do not participate in the same sport during the same season
# Options
is_valid(And(participates(Nikki, fall) != mountaineering, participates(Nikki, fall) != running)) ::: (A)
is_valid(And(participates(Nikki, spring) != mountaineering, participates(Nikki, spring) != running)) ::: (B)
is_valid(And(participates(Nikki, summer) != kayaking, participates(Nikki, summer) != mountaineering)) ::: (C)
is_valid(And(participates(Otto, fall) != mountaineering, participates(Otto, fall) != running)) ::: (D)
is_valid(And(participates(Otto, spring) != kayaking, participates(Otto, spring) != mountaineering, participates(Otto, spring) != running)) ::: (E)"
"# Context:
A professor will listen to exactly one speech from each of six students—H, J, K, R, S, and T. The six speeches will be delivered one at a time, consecutively, according to the following conditions: The speeches delivered by H, J, and K, no matter what their order relative to each other, cannot form a sequence of three consecutive speeches. The speeches delivered by R, S, and T, no matter what their order relative to each other, cannot form a sequence of three consecutive speeches. H's speech must be earlier than S's speech. J's speech can be neither first nor sixth. T's speech can be neither immediately before nor immediately after J's speech.

# Question:
If K delivers the third speech, any of the following could be the student who makes the fourth speech EXCEPT

# Options:
A) H
B) J
C) R
D) S
E) T","# Declarations
students = EnumSort([H, J, K, R, S, T])
speeches = EnumSort([1, 2, 3, 4, 5, 6])
delivered = Function([students] -> [speeches])
# Constraints
ForAll([s:students], Exists([s1:students], delivered(s) == delivered(s1))) ::: Each student delivers exactly one speech
ForAll([s:students], delivered(s) != 1) ::: J's speech can be neither first nor sixth
ForAll([s:students], delivered(s) != 6) ::: J's speech can be neither first nor sixth
ForAll([s:students], delivered(s) != delivered(J) + 1) ::: T's speech can be neither immediately before nor immediately after J's speech
ForAll([s:students], delivered(s) != delivered(J) - 1) ::: T's speech can be neither immediately before nor immediately after J's speech
delivered(H) < delivered(S) ::: H's speech must be earlier than S's speech
delivered(K) == 3 ::: K delivers the third speech
# Options
is_unsat(delivered(H) == 4) ::: (A)
is_unsat(delivered(J) == 4) ::: (B)
is_unsat(delivered(R) == 4) ::: (C)
is_unsat(delivered(S) == 4) ::: (D)
is_unsat(delivered(T) == 4) ::: (E)"
"# Context:
The country of Zendu contains exactly four areas for radar detection: R, S, T, and U. Each detection area is circular and falls completely within Zendu. Part of R intersects T; part of S also intersects T; R does not intersect S. Area U is completely within R and also completely within T. At noon exactly four planes J, K, L, M—are over Zendu, in a manner consistent with the following statements: Each plane is in at least one of the four areas. J is in area S. K is not in any detection area that J is in. L is not in any detection area that M is in. M is in exactly one of the areas.

# Question:
If at noon M is within area T, then which one of the following statements CANNOT be true at that time?

# Options:
A) J is within area T.
B) L is within area R.
C) L is within area S.
D) K is within exactly two areas.
E) L is within exactly two areas.","# Declarations
areas = EnumSort([R, S, T, U])
planes = EnumSort([J, K, L, M])
location = Function([planes] -> [areas])
# Constraints
ForAll([p:planes], Exists([a:areas], location(p) == a)) ::: Each plane is in at least one of the four areas
location(J) == S ::: J is in area S
ForAll([a:areas], Implies(location(J) == a, location(K) != a)) ::: K is not in any detection area that J is in
ForAll([a:areas], Implies(location(L) == a, location(M) != a)) ::: L is not in any detection area that M is in
Count([a:areas], location(M) == a) == 1 ::: M is in exactly one of the areas
location(M) == T ::: If at noon M is within area T
# Options
is_unsat(location(J) == T) ::: (A)
is_unsat(location(L) == R) ::: (B)
is_unsat(location(L) == S) ::: (C)
is_unsat(Count([a:areas], location(K) == a) == 2) ::: (D)
is_unsat(Count([a:areas], location(L) == a) == 2) ::: (E)"
"# Context:
A newly formed company has five employees—F, G, H, K, and L. Each employee holds exactly one of the following positions: president, manager, or technician. Only the president is not supervised. Other employees are each supervised by exactly one employee, who is either the president or a manager. Each supervised employee holds a different position than his or her supervisor. The following conditions apply: There is exactly one president. At least one of the employees whom the president supervises is a manager. Each manager supervises at least one employee. F does not supervise any employee. G supervises exactly two employees.

# Question:
Which one of the following could be true?

# Options:
A) There is exactly one technician.
B) There are exactly two managers.
C) There are exactly two employees who are not supervised.
D) There are more managers than technicians.
E) The president supervises all of the other employees.","# Declarations
employees = EnumSort([F, G, H, K, L])
positions = EnumSort([president, manager, technician])
supervises = Function([employees, employees] -> [bool])
holds_position = Function([employees] -> [positions])
# Constraints
Exists([e:employees], holds_position(e) == president) ::: There is exactly one president
ForAll([e:employees], Implies(holds_position(e) == president, ForAll([e1:employees], supervises(e, e1) == False))) ::: Only the president is not supervised
ForAll([e:employees], Implies(holds_position(e) != president, Exists([e1:employees], And(supervises(e1, e), holds_position(e1) != holds_position(e))))) ::: Other employees are each supervised by exactly one employee, who is either the president or a manager, and holds a different position
Exists([e:employees], And(holds_position(e) == president, Exists([e1:employees], And(supervises(e, e1), holds_position(e1) == manager)))) ::: At least one of the employees whom the president supervises is a manager
ForAll([e:employees], Implies(holds_position(e) == manager, Exists([e1:employees], supervises(e, e1)))) ::: Each manager supervises at least one employee
ForAll([e:employees], supervises(F, e) == False) ::: F does not supervise any employee
Count([e:employees], supervises(G, e)) == 2 ::: G supervises exactly two employees
# Options
is_valid(Count([e:employees], holds_position(e) == technician) == 1) ::: (A)
is_valid(Count([e:employees], holds_position(e) == manager) == 2) ::: (B)
is_valid(Count([e:employees], ForAll([e1:employees], supervises(e1, e) == False)) == 2) ::: (C)
is_valid(Count([e:employees], holds_position(e) == manager) > Count([e:employees], holds_position(e) == technician)) ::: (D)
is_valid(Exists([e:employees], And(holds_position(e) == president, ForAll([e1:employees], Implies(e1 != e, supervises(e, e1)))))) ::: (E)"
"# Context:
Eight new students—R, S, T, V, W, X, Y, Z—are being divided among exactly three classes—class 1, class 2, and class 3. Classes 1 and 2 will gain three new students each; class 3 will gain two new students. The following restrictions apply: R must be added to class 1. S must be added to class 3. Neither S nor W can be added to the same class as Y. V cannot be added to the same class as Z. If T is added to class 1, Z must also be added to class 1.

# Question:
If T is added to class 3, which one of the following is a student who must be added to class 2?

# Options:
A) V
B) W
C) X
D) Y
E) Z","# Declarations
students = EnumSort([R, S, T, V, W, X, Y, Z])
classes = EnumSort([class1, class2, class3])
assigned = Function([students] -> [classes])
# Constraints
Count([s:students], assigned(s) == class1) == 3 ::: class 1 will gain three new students
Count([s:students], assigned(s) == class2) == 3 ::: class 2 will gain three new students
Count([s:students], assigned(s) == class3) == 2 ::: class 3 will gain two new students
assigned(R) == class1 ::: R must be added to class 1
assigned(S) == class3 ::: S must be added to class 3
assigned(S) != assigned(Y) ::: Neither S nor W can be added to the same class as Y
assigned(W) != assigned(Y) ::: Neither S nor W can be added to the same class as Y
assigned(V) != assigned(Z) ::: V cannot be added to the same class as Z
Implies(assigned(T) == class1, assigned(Z) == class1) ::: If T is added to class 1, Z must also be added to class 1
assigned(T) == class3 ::: If T is added to class 3
# Options
is_valid(assigned(V) == class2) ::: (A)
is_valid(assigned(W) == class2) ::: (B)
is_valid(assigned(X) == class2) ::: (C)
is_valid(assigned(Y) == class2) ::: (D)
is_valid(assigned(Z) == class2) ::: (E)"
"# Context:
Eight new students—R, S, T, V, W, X, Y, Z—are being divided among exactly three classes—class 1, class 2, and class 3. Classes 1 and 2 will gain three new students each; class 3 will gain two new students. The following restrictions apply: R must be added to class 1. S must be added to class 3. Neither S nor W can be added to the same class as Y. V cannot be added to the same class as Z. If T is added to class 1, Z must also be added to class 1.

# Question:
Which one of the following is an acceptable assignment of students to the three classes?

# Options:
A) R, T, Y V, W, X S, Z
B) R, T, Z S, V, Y W, X
C) R, W, X V, Y, Z S, T
D) R, X, Z T, V, Y S, W
E) R, X, Z V, W, Y S, T","# Declarations
students = EnumSort([R, S, T, V, W, X, Y, Z])
classes = EnumSort([class1, class2, class3])
assigned = Function([students] -> [classes])
# Constraints
Count([s:students], assigned(s) == class1) == 3 ::: class 1 will gain three new students
Count([s:students], assigned(s) == class2) == 3 ::: class 2 will gain three new students
Count([s:students], assigned(s) == class3) == 2 ::: class 3 will gain two new students
assigned(R) == class1 ::: R must be added to class 1
assigned(S) == class3 ::: S must be added to class 3
assigned(S) != assigned(Y) ::: Neither S nor W can be added to the same class as Y
assigned(W) != assigned(Y) ::: Neither S nor W can be added to the same class as Y
assigned(V) != assigned(Z) ::: V cannot be added to the same class as Z
Implies(assigned(T) == class1, assigned(Z) == class1) ::: If T is added to class 1, Z must also be added to class 1
# Options
is_sat(And(assigned(R) == class1, assigned(T) == class1, assigned(Y) == class1, assigned(V) == class2, assigned(W) == class2, assigned(X) == class2, assigned(S) == class3, assigned(Z) == class3)) ::: (A)
is_sat(And(assigned(R) == class1, assigned(T) == class1, assigned(Z) == class1, assigned(S) == class3, assigned(V) == class2, assigned(Y) == class2, assigned(W) == class2, assigned(X) == class2)) ::: (B)
is_sat(And(assigned(R) == class1, assigned(W) == class1, assigned(X) == class1, assigned(V) == class2, assigned(Y) == class2, assigned(Z) == class2, assigned(S) == class3, assigned(T) == class3)) ::: (C)
is_sat(And(assigned(R) == class1, assigned(X) == class1, assigned(Z) == class1, assigned(T) == class1, assigned(V) == class2, assigned(Y) == class2, assigned(S) == class3, assigned(W) == class3)) ::: (D)
is_sat(And(assigned(R) == class1, assigned(X) == class1, assigned(Z) == class1, assigned(V) == class2, assigned(W) == class2, assigned(Y) == class2, assigned(S) == class3, assigned(T) == class3)) ::: (E)"
"# Context:
A professor will listen to exactly one speech from each of six students—H, J, K, R, S, and T. The six speeches will be delivered one at a time, consecutively, according to the following conditions: The speeches delivered by H, J, and K, no matter what their order relative to each other, cannot form a sequence of three consecutive speeches. The speeches delivered by R, S, and T, no matter what their order relative to each other, cannot form a sequence of three consecutive speeches. H's speech must be earlier than S's speech. J's speech can be neither first nor sixth. T's speech can be neither immediately before nor immediately after J's speech.

# Question:
If T delivers the third speech, which one of the following must be true?

# Options:
A) H delivers the first speech.
B) J delivers the fifth speech.
C) K delivers the fourth speech.
D) R delivers the sixth speech.
E) S delivers the fourth speech.","# Declarations
students = EnumSort([H, J, K, R, S, T])
speeches = EnumSort([1, 2, 3, 4, 5, 6])
delivered = Function([students] -> [speeches])
# Constraints
ForAll([s:students], Exists([s1:students], delivered(s) == delivered(s1))) ::: Each student delivers exactly one speech
Not(And(delivered(H) == 1, delivered(J) == 2, delivered(K) == 3)) ::: H, J, and K cannot form a sequence of three consecutive speeches
Not(And(delivered(H) == 2, delivered(J) == 3, delivered(K) == 4)) ::: H, J, and K cannot form a sequence of three consecutive speeches
Not(And(delivered(H) == 3, delivered(J) == 4, delivered(K) == 5)) ::: H, J, and K cannot form a sequence of three consecutive speeches
Not(And(delivered(H) == 4, delivered(J) == 5, delivered(K) == 6)) ::: H, J, and K cannot form a sequence of three consecutive speeches
Not(And(delivered(R) == 1, delivered(S) == 2, delivered(T) == 3)) ::: R, S, and T cannot form a sequence of three consecutive speeches
Not(And(delivered(R) == 2, delivered(S) == 3, delivered(T) == 4)) ::: R, S, and T cannot form a sequence of three consecutive speeches
Not(And(delivered(R) == 3, delivered(S) == 4, delivered(T) == 5)) ::: R, S, and T cannot form a sequence of three consecutive speeches
Not(And(delivered(R) == 4, delivered(S) == 5, delivered(T) == 6)) ::: R, S, and T cannot form a sequence of three consecutive speeches
delivered(H) < delivered(S) ::: H's speech must be earlier than S's speech
Or(delivered(J) != 1, delivered(J) != 6) ::: J's speech can be neither first nor sixth
Or(delivered(T) != delivered(J) - 1, delivered(T) != delivered(J) + 1) ::: T's speech can be neither immediately before nor immediately after J's speech
delivered(T) == 3 ::: T delivers the third speech
# Options
is_valid(delivered(H) == 1) ::: (A)
is_valid(delivered(J) == 5) ::: (B)
is_valid(delivered(K) == 4) ::: (C)
is_valid(delivered(R) == 6) ::: (D)
is_valid(delivered(S) == 4) ::: (E)"
"# Context:
The country of Zendu contains exactly four areas for radar detection: R, S, T, and U. Each detection area is circular and falls completely within Zendu. Part of R intersects T; part of S also intersects T; R does not intersect S. Area U is completely within R and also completely within T. At noon exactly four planes J, K, L, M—are over Zendu, in a manner consistent with the following statements: Each plane is in at least one of the four areas. J is in area S. K is not in any detection area that J is in. L is not in any detection area that M is in. M is in exactly one of the areas.

# Question:
It CANNOT be true that at noon there is at least one plane that is within both area

# Options:
A) R and area T
B) R and area U
C) S and area T
D) S and area U
E) T and area U","# Declarations
areas = EnumSort([R, S, T, U])
planes = EnumSort([J, K, L, M])
in_area = Function([planes, areas] -> [bool])
# Constraints
ForAll([p:planes], Or(in_area(p, R), in_area(p, S), in_area(p, T), in_area(p, U))) ::: Each plane is in at least one of the four areas
in_area(J, S) ::: J is in area S
ForAll([a:areas], Implies(in_area(J, a), Not(in_area(K, a)))) ::: K is not in any detection area that J is in
ForAll([a:areas], Implies(in_area(M, a), Not(in_area(L, a)))) ::: L is not in any detection area that M is in
Count([a:areas], in_area(M, a)) == 1 ::: M is in exactly one of the areas
ForAll([p:planes], Implies(in_area(p, U), And(in_area(p, R), in_area(p, T)))) ::: Area U is completely within R and also completely within T
# Options
is_unsat(Exists([p:planes], And(in_area(p, R), in_area(p, T)))) ::: (A)
is_unsat(Exists([p:planes], And(in_area(p, R), in_area(p, U)))) ::: (B)
is_unsat(Exists([p:planes], And(in_area(p, S), in_area(p, T)))) ::: (C)
is_unsat(Exists([p:planes], And(in_area(p, S), in_area(p, U)))) ::: (D)
is_unsat(Exists([p:planes], And(in_area(p, T), in_area(p, U)))) ::: (E)"
"# Context:
Ron washed a total of seven objects after eating his lunch. Two of the objects were pieces of china: a mug and a plate. Two were pieces of glassware: a water glass and a juice glass. Three were utensils: a fork, a knife, and a spoon. Ron washed the two pieces of china consecutively, the two glasses consecutively, and the three utensils consecutively. He washed the objects as follows: Ron washed each of the objects exactly once. Ron washed the glassware after either the china or the utensils but not after both. He washed the knife before the spoon, and he washed the mug before the plate. He did not wash any two objects at the same time.

# Question:
If Ron washed a glass and the knife consecutively, but not necessarily in that order, then which one of the following statements must be false?

# Options:
A) He washed the fork before the plate.
B) He washed the fork before the spoon.
C) He washed the juice glass before the knife.
D) He washed the plate before the water glass.
E) He washed the spoon before the fork.","# Declarations
objects = EnumSort([mug, plate, water_glass, juice_glass, fork, knife, spoon])
washed_order = Function([objects, objects] -> [bool])
# Constraints
ForAll([o1:objects, o2:objects], Implies(washed_order(o1, o2), o1 != o2)) ::: Ron washed each of the objects exactly once
ForAll([o1:objects, o2:objects], Implies(washed_order(o1, o2), Not(washed_order(o2, o1)))) ::: He did not wash any two objects at the same time
washed_order(mug, plate) ::: Ron washed the mug before the plate
washed_order(water_glass, juice_glass) ::: Ron washed the two glasses consecutively
washed_order(fork, knife) ::: Ron washed the three utensils consecutively
washed_order(knife, spoon) ::: Ron washed the knife before the spoon
Or(And(washed_order(mug, water_glass), washed_order(mug, juice_glass)), And(washed_order(plate, water_glass), washed_order(plate, juice_glass)), And(washed_order(fork, water_glass), washed_order(fork, juice_glass)), And(washed_order(knife, water_glass), washed_order(knife, juice_glass)), And(washed_order(spoon, water_glass), washed_order(spoon, juice_glass))) ::: Ron washed the glassware after either the china or the utensils but not after both
Or(And(washed_order(water_glass, knife), washed_order(knife, water_glass)), And(washed_order(juice_glass, knife), washed_order(knife, juice_glass))) ::: Ron washed a glass and the knife consecutively, but not necessarily in that order
# Options
is_unsat(washed_order(fork, plate)) ::: (A)
is_unsat(washed_order(fork, spoon)) ::: (B)
is_unsat(washed_order(juice_glass, knife)) ::: (C)
is_unsat(washed_order(plate, water_glass)) ::: (D)
is_unsat(washed_order(spoon, fork)) ::: (E)"
