input,output
"Premises:
1.Westworld is an American science fiction-thriller TV series.
2.In 2016, a new television series named Westworld debuted on HBO.
3.The TV series Westworld is adapted from the original film in 1973, which was written and directed by Michael Crichton.
4.The 1973 film Westworld is about robots that malfunction and begin killing the human visitors.

Conclusion:
Michael Crichton has directed a film about robots.","We can get these predicates:
TVSeries(x),American(x),ScienceFictionThriller(x),Debut(x,y),Adapt(x,y),Produce(x,y),Write(x,y),Direct(x,y),About(x,y)
We can get these constants:
robots,westworld
Let's translate one by one.
Premises:
1.Text:Westworld is an American science fiction-thriller TV series.
Predicates:
TVSeries(x),American(x),ScienceFictionThriller(x)
Constants:
westworld
Fol:TVSeries(westworld) ∧ American(westworld) ∧ ScienceFictionThriller(westworld)
2.Text:In 2016, a new television series named Westworld debuted on HBO.
Predicates:
Debut(x,y)
Constants:
westworld
Fol:Debut(westworld, year2016)
3.Text:The TV series Westworld is adapted from the original film in 1973, which was written and directed by Michael Crichton.
Predicates:
Produce(x,y),Direct(x,y),Adapt(x,y),Write(x,y)
Constants:
westworld,michael
Fol:∃x (Adapt(westworld, x) ∧ Produce(x, year1973) ∧ Write(michael, x) ∧ Direct(michael, x))
4.Text:The 1973 film Westworld is about robots that malfunction and begin killing the human visitors.
Predicates:
About(x,y)
Constants:
westworld,robots
Fol:About(westworld, robots)
Conclusion:
Text:Michael Crichton has directed a film about robots.
Predicates:
Direct(x,y),About(x,y)
Constants:
robots,michael
Fol:∃x (Direct(michael, x) ∧ About(x, robots))"
"Premises:
1.The 2008 Summer Olympics were held in Beijing, China.
2.The 2008 Summer Olympics were the second Summer Olympic Games to be held in a communist state.
3.China won the most gold medals (48) in the 2008 Summer Olympics.
4.The United States placed second in the gold medal tally but won the highest number of medals overall (112) in the 2008 Summer Olympics.
5.The third place in the gold medal tally was achieved by Russia in the 2008 Summer Olympics.
6.If a country places third in gold medals, then they had fewer gold medals than the team that won the most gold medals.
7.87 countries won at least one medal during the 2008 Games.

Conclusion:
Russia did not win fewer gold medals than China.","We can get these predicates:
HeldIn(x,y),SecondToBe(x,y),Won(x,y),Placed(x,y),FewerGoldMedalsThan(x,y),Country(x)
We can get these constants:
medal
Let's translate one by one.
Premises:
1.Text:The 2008 Summer Olympics were held in Beijing, China.
Predicates:
HeldIn(x,y)
Constants:
summer2008olympics,beijingchina
Fol:HeldIn(summer2008olympics, beijingchina)
2.Text:The 2008 Summer Olympics were the second Summer Olympic Games to be held in a communist state.
Predicates:
SecondToBe(x,y)
Constants:
summer2008olympics,heldincommuniststate
Fol:SecondToBe(summer2008olympics, heldincommuniststate)
3.Text:China won the most gold medals (48) in the 2008 Summer Olympics.
Predicates:
Won(x,y)
Constants:
mostgoldmedals,china
Fol:Won(china, mostgoldmedals)
4.Text:The United States placed second in the gold medal tally but won the highest number of medals overall (112) in the 2008 Summer Olympics.
Predicates:
Won(x,y),Placed(x,y)
Constants:
unitedstates,secondingoldmedals,highestnumberofmedals
Fol:Placed(unitedstates, secondingoldmedals) ∧ Won(unitedstates, highestnumberofmedals)
5.Text:The third place in the gold medal tally was achieved by Russia in the 2008 Summer Olympics.
Predicates:
Placed(x,y)
Constants:
russia,thirdingoldmedals
Fol:Placed(russia, thirdingoldmedals)
6.Text:If a country places third in gold medals, then they had fewer gold medals than the team that won the most gold medals.
Predicates:
Won(x,y),Placed(x,y),FewerGoldMedalsThan(x,y)
Constants:
mostgoldmedals,thirdingoldmedals
Fol:∀x ∀y (Placed(x, thirdingoldmedals) ∧ Won(y, mostgoldmedals) → FewerGoldMedalsThan(x, y))
7.Text:87 countries won at least one medal during the 2008 Games.
Predicates:
Won(x,y),Country(x)
Constants:
medal
Fol:∃x (Country(x) ∧ Won(x, medal))
Conclusion:
Text:Russia did not win fewer gold medals than China.
Predicates:
FewerGoldMedalsThan(x,y)
Constants:
russia,china
Fol:¬FewerGoldMedalsThan(russia, china)"
"Premises:
1.There are two kitchens in the house: the upstairs kitchen and the downstairs kitchen.
2.When someone is cooking in the downstairs kitchen, the first floor becomes smokey unless the air conditioner is running.
3.If the air conditioner is running and someone is cooking in the downstairs kitchen, all the smoke travels to the second floor.

Conclusion:
If someone is cooking downstairs, it will always cause the first floor to become smokey.","We can get these predicates:
Kitchen(x),Up(x),Down(x),Cook(x),Run(x),Smokey(x)
We can get these constants:
secondFloor,ac,downstairs
Let's translate one by one.
Premises:
1.Text:There are two kitchens in the house: the upstairs kitchen and the downstairs kitchen.
Predicates:
Kitchen(x),Down(x),Up(x)
Fol:∀x (Kitchen(x) → Up(x) ⊕ Down(x))
2.Text:When someone is cooking in the downstairs kitchen, the first floor becomes smokey unless the air conditioner is running.
Predicates:
Cook(x),Run(x),Smokey(x)
Constants:
downstairs,firstFloor,ac
Fol:(Cook(downstairs) ∧ ¬Run(ac)) → Smokey(firstFloor)
3.Text:If the air conditioner is running and someone is cooking in the downstairs kitchen, all the smoke travels to the second floor.
Predicates:
Cook(x),Run(x),Smokey(x)
Constants:
secondFloor,downstairs,ac
Fol:(Cook(downstairs) ∧ Run(ac)) → Smokey(secondFloor)
Conclusion:
Text:If someone is cooking downstairs, it will always cause the first floor to become smokey.
Predicates:
Cook(x),Smokey(x)
Constants:
downstairs,firstFloor
Fol:(Cook(downstairs) → Smokey(firstFloor))"
"Premises:
1.All extroverts are overtly expressive.
2.People are either extroverts or introverts.
3.If someone is an introvert, then they are shy and reticent.
4.No shy and reticent person likes to talk to strangers.
5.Jeff is not an extrovert and someone who likes to talk to strangers.

Conclusion:
Jeff is overtly expressive and likes to talk to strangers.","We can get these predicates:
Extroverts(x),OvertlyExpressive(x),Introverts(x),ShyAndReticentPerson(x),LikeToTalkToStrangers(x)
We can get these constants:
jeff
Let's translate one by one.
Premises:
1.Text:All extroverts are overtly expressive.
Predicates:
Extroverts(x),OvertlyExpressive(x)
Fol:∀x (Extroverts(x) → OvertlyExpressive(x))
2.Text:People are either extroverts or introverts.
Predicates:
Extroverts(x),Introverts(x)
Fol: ∀x (Extroverts(x) ∨ Introverts(x))
3.Text:If someone is an introvert, then they are shy and reticent.
Predicates:
ShyAndReticentPerson(x),Introverts(x)
Fol: ∀x (Introverts(x) → ShyAndReticentPerson(x))
4.Text:No shy and reticent person likes to talk to strangers.
Predicates:
ShyAndReticentPerson(x),LikeToTalkToStrangers(x)
Fol: ∀x (ShyAndReticentPerson(x) → ¬LikeToTalkToStrangers(x))
5.Text:Jeff is not an extrovert and someone who likes to talk to strangers.
Predicates:
LikeToTalkToStrangers(x),Extroverts(x)
Constants:
jeff
Fol: ¬Extroverts(jeff) ∧ ¬LikeToTalkToStrangers(jeff)
Conclusion:
Text:Jeff is overtly expressive and likes to talk to strangers.
Predicates:
LikeToTalkToStrangers(x),OvertlyExpressive(x)
Constants:
jeff
Fol:OvertlyExpressive(jeff) ∧ LikeToTalkToStrangers(jeff)"
"Premises:
1.Ambiortus is a prehistoric bird genus.
2.Ambiorus Dementjevi is the only known species of Ambiortus.
3.The Mongol region was where Ambiorus Dementjevi lived.
4.Yevgeny Kurochkin was the discoverer of Ambiortus.

Conclusion:
All species of Ambiortus live in the Mongol region.","We can get these predicates:
Prehistoric(x),BirdGenus(x),Species(x,y),AmbiortusDementjevi(x),Lived(x,y),Discovered(x,y)
We can get these constants:
ambiortus
Let's translate one by one.
Premises:
1.Text:Ambiortus is a prehistoric bird genus.
Predicates:
BirdGenus(x),Prehistoric(x)
Constants:
ambiortus
Fol:Prehistoric(ambiortus) ∧ BirdGenus(ambiortus)
2.Text:Ambiorus Dementjevi is the only known species of Ambiortus.
Predicates:
AmbiortusDementjevi(x),Species(x,y)
Constants:
ambiortus
Fol:∀x (Species(x, ambiortus) → AmbiortusDementjevi(x))
3.Text:The Mongol region was where Ambiorus Dementjevi lived.
Predicates:
AmbiortusDementjevi(x),Lived(x,y)
Constants:
mongolregion
Fol:∀x (AmbiortusDementjevi(x) → Lived(x, mongolregion))
4.Text:Yevgeny Kurochkin was the discoverer of Ambiortus.
Predicates:
Discovered(x,y)
Constants:
ambiortus
Fol:Discovered(yevgenykurochkin, ambiortus)
Conclusion:
Text:All species of Ambiortus live in the Mongol region.
Predicates:
Lived(x,y),Species(x,y)
Constants:
mongolregion,ambiortus
Fol:∀x (Species(x, ambiortus) → Lived(x, mongolregion))"
"Premises:
1.All buildings in New Haven are low.
2.All buildings managed by the Yale Housing are located in New Haven.
3.All buildings in Manhattans are high.
4.All buildings owned by Bloomberg are located in Manhattans.
5.All buildings with the Bloomberg logo are owned by Bloomberg.
6.Tower A is managed by the Yale Housing.
7.Tower B is with the Bloomberg logo.

Conclusion:
Tower B is located in New Haven.","We can get these predicates:
Located(x,y),High(x),YaleHousing(x),Bloomberg(x),BloombergLogo(x)
We can get these constants:
tower-b
Let's translate one by one.
Premises:
1.Text:All buildings in New Haven are low.
Predicates:
High(x),Located(x,y)
Constants:
newhaven
Fol:∀x (Located(newhaven, x) → ¬High(x))
2.Text:All buildings managed by the Yale Housing are located in New Haven.
Predicates:
YaleHousing(x),Located(x,y)
Constants:
newhaven
Fol:∀x (YaleHousing(x) → Located(newhaven, x))
3.Text:All buildings in Manhattans are high.
Predicates:
High(x),Located(x,y)
Constants:
manhattans
Fol:∀x (Located(manhattans, x) → High(x))
4.Text:All buildings owned by Bloomberg are located in Manhattans.
Predicates:
Bloomberg(x),Located(x,y)
Constants:
manhattans
Fol:∀x (Bloomberg(x) → Located(manhattans, x))
5.Text:All buildings with the Bloomberg logo are owned by Bloomberg.
Predicates:
BloombergLogo(x),Bloomberg(x)
Fol:∀x (BloombergLogo(x) → Bloomberg(x))
6.Text:Tower A is managed by the Yale Housing.
Predicates:
YaleHousing(x)
Constants:
tower-a
Fol:YaleHousing(tower-a)
7.Text:Tower B is with the Bloomberg logo.
Predicates:
BloombergLogo(x)
Constants:
tower-b
Fol:BloombergLogo(tower-b)
Conclusion:
Text:Tower B is located in New Haven.
Predicates:
Located(x,y)
Constants:
tower-b,newhaven
Fol:Located(newhaven, tower-b)"
"Premises:
1.Everyone that uses a football can throw a football.
2.If someone plays football, then they use a football.
3.Either someone is a football player or a basketball player.
4.Every basketball player is tall.
5.Everyone that can throw a football can throw a football with a spiral.
6.If someone is tall, then they are in shape.
7.If Jack is neither tall nor a basketball player,  then Jack is neither tall nor can throw a football.

Conclusion:
Jack is in shape.","We can get these predicates:
UseFootball(x),ThrowFootball(x),PlayFootball(x),BasketballPlayer(x),Tall(x),ThrowFootballSpiral(x),InShape(x)
We can get these constants:
jack
Let's translate one by one.
Premises:
1.Text:Everyone that uses a football can throw a football.
Predicates:
ThrowFootball(x),UseFootball(x)
Fol:∀x (UseFootball(x) → ThrowFootball(x))
2.Text:If someone plays football, then they use a football.
Predicates:
UseFootball(x),PlayFootball(x)
Fol:∀x (PlayFootball(x) → UseFootball(x))
3.Text:Either someone is a football player or a basketball player.
Predicates:
BasketballPlayer(x),PlayFootball(x)
Fol:∀x (BasketballPlayer(x) ∨ PlayFootball(x))
4.Text:Every basketball player is tall.
Predicates:
BasketballPlayer(x),Tall(x)
Fol:∀x (BasketballPlayer(x) → Tall(x))
5.Text:Everyone that can throw a football can throw a football with a spiral.
Predicates:
ThrowFootball(x),ThrowFootballSpiral(x)
Fol:∀x (ThrowFootball(x) → ThrowFootballSpiral(x))
6.Text:If someone is tall, then they are in shape.
Predicates:
InShape(x),Tall(x)
Fol:∀x (Tall(x) → InShape(x))
7.Text:If Jack is neither tall nor a basketball player,  then Jack is neither tall nor can throw a football.
Predicates:
BasketballPlayer(x),ThrowFootball(x),Tall(x)
Constants:
jack
Fol:¬Tall(jack) ∧ ¬BasketballPlayer(jack) → ¬Tall(jack) ∧ ¬ThrowFootball(jack)
Conclusion:
Text:Jack is in shape.
Predicates:
InShape(x)
Constants:
jack
Fol:InShape(jack)"
"Premises:
1.No low-scoring players are top players in the league.
2.Basketball players are either top players in the league or successfully shoot a high percentage of 3-pointers.
3.All players who successfully shoot a high percentage of 3-pointers are solid at shooting 2-pointers.
4.No players who are solid at shooting 2-pointers are bad at mid-range shots.
5.Candace is either a low-scoring player or successfully shoots a high percentage of 3-pointers.

Conclusion:
Candace is a top player in the league.","We can get these predicates:
LowScore(x),TopPlayer(x),ThreePointer(x),TwoPointer(x),BadMid(x)
We can get these constants:
candace
Let's translate one by one.
Premises:
1.Text:No low-scoring players are top players in the league.
Predicates:
TopPlayer(x),LowScore(x)
Fol:∀x (LowScore(x) → ¬TopPlayer(x))
2.Text:Basketball players are either top players in the league or successfully shoot a high percentage of 3-pointers.
Predicates:
TopPlayer(x),ThreePointer(x)
Fol:∀x (TopPlayer(x) ∨ ThreePointer(x))
3.Text:All players who successfully shoot a high percentage of 3-pointers are solid at shooting 2-pointers.
Predicates:
TwoPointer(x),ThreePointer(x)
Fol:∀x (ThreePointer(x) → TwoPointer(x))
4.Text:No players who are solid at shooting 2-pointers are bad at mid-range shots.
Predicates:
TwoPointer(x),BadMid(x)
Fol:∀x (TwoPointer(x) → ¬BadMid(x))
5.Text:Candace is either a low-scoring player or successfully shoots a high percentage of 3-pointers.
Predicates:
LowScore(x),ThreePointer(x)
Constants:
candace
Fol:LowScore(candace) ⊕ ThreePointer(candace)
Conclusion:
Text:Candace is a top player in the league.
Predicates:
TopPlayer(x)
Constants:
candace
Fol:TopPlayer(candace)"
"Premises:
1.If people play the instrument in the concert, then he is good at playing this kind of instrument.
2.Peter plays piano, violin, and saxophone.
3.Peter was invited to play piano at the concert hall.
4.Oliver and Peter were both invited to perform in the concert.
5.Oliver plays a different musical instrument from Peter in the concert.

Conclusion:
Oliver plays violin in the concert.","We can get these predicates:
PlayInConcert(x,y),GoodAt(x,y),Play(x,y),PlayerInConcert(x)
We can get these constants:
piano,oliver
Let's translate one by one.
Premises:
1.Text:If people play the instrument in the concert, then he is good at playing this kind of instrument.
Predicates:
GoodAt(x,y),PlayInConcert(x,y)
Fol:∀y (∀x (PlayInConcert(y, x) → GoodAt(y, x)))
2.Text:Peter plays piano, violin, and saxophone.
Predicates:
Play(x,y)
Constants:
peter,violin,piano
Fol:Play(peter, piano) ∧Play(peter, violin)
3.Text:Peter was invited to play piano at the concert hall.
Predicates:
PlayInConcert(x,y)
Constants:
peter,piano
Fol:PlayInConcert(peter, piano)
4.Text:Oliver and Peter were both invited to perform in the concert.
Predicates:
PlayerInConcert(x)
Constants:
peter,oliver
Fol:PlayerInConcert(peter) ∧ PlayerInConcert(oliver)
5.Text:Oliver plays a different musical instrument from Peter in the concert.
Predicates:
PlayInConcert(x,y)
Constants:
oliver,piano
Fol:¬PlayInConcert(oliver, piano)
Conclusion:
Text:Oliver plays violin in the concert.
Predicates:
PlayInConcert(x,y)
Constants:
violin,oliver
Fol:PlayInConcert(oliver, violin)"
"Premises:
1.No touring musicians are permanent members of an orchestra.
2.Musicians are either permanent members of an orchestra or have a unique musical voice or style.
3.All musicians who have a unique musical voice or style are interesting as individual performers.
4.All musicians who are interesting as individual performers are capable of attracting large audiences.
5.If Ryan is interesting as an individual performer and has a unique musical voice or style, then Ryan is either a touring soloist musician and capable of attracting large audiences, or neither a touring soloist musician nor capable of attracting large audiences.

Conclusion:
Ryan is either a permanent member of an orchestra or a touring soloist musician.","We can get these predicates:
Orchestra(x),Touring(x),Unique(x),Interesting(x),Capable(x)
We can get these constants:
ryan
Let's translate one by one.
Premises:
1.Text:No touring musicians are permanent members of an orchestra.
Predicates:
Orchestra(x),Touring(x)
Fol:∀x (Orchestra(x) → ¬Touring(x))
2.Text:Musicians are either permanent members of an orchestra or have a unique musical voice or style.
Predicates:
Unique(x),Orchestra(x)
Fol:∀x (Orchestra(x) ⊕ Unique(x))
3.Text:All musicians who have a unique musical voice or style are interesting as individual performers.
Predicates:
Unique(x),Interesting(x)
Fol:∀x (Unique(x) → Interesting(x))
4.Text:All musicians who are interesting as individual performers are capable of attracting large audiences.
Predicates:
Capable(x),Interesting(x)
Fol:∀x (Interesting(x) → Capable(x))
5.Text:If Ryan is interesting as an individual performer and has a unique musical voice or style, then Ryan is either a touring soloist musician and capable of attracting large audiences, or neither a touring soloist musician nor capable of attracting large audiences.
Predicates:
Unique(x),Capable(x),Touring(x),Interesting(x)
Constants:
ryan
Fol:(Interesting(ryan) ∧ Unique(ryan)) → ¬(Touring(ryan) ⊕ Capable(ryan))
Conclusion:
Text:Ryan is either a permanent member of an orchestra or a touring soloist musician.
Predicates:
Orchestra(x),Touring(x)
Constants:
ryan
Fol:Orchestra(ryan) ∨ Touring(ryan)"
"Premises:
1.Products are either produced in China or the US.
2.All produced in China are labeled.
3.All produced in the US are sold in the US.
4.If labeled, then the product is cheaper.
5.All sold in the US are sold in Walmart.
6.All displayed on the homepage are sold in Walmart.
7.No products returned by customers are sold in Walmart.
8.G-910 is either displayed on the homepage or cheaper.

Conclusion:
G-910 is a product returned by customers.","We can get these predicates:
China(x),US(x),Labeled(x),SoldInUS(x),Cheaper(x),SoldInWalmart(x),DisplayedInHomepage(x),ReturnedByCustomer(x)
We can get these constants:
g910
Let's translate one by one.
Premises:
1.Text:Products are either produced in China or the US.
Predicates:
China(x),US(x)
Fol:∀x (China(x) ⊕ US(x))
2.Text:All produced in China are labeled.
Predicates:
Labeled(x),China(x)
Fol:∀x (China(x) → Labeled(x))
3.Text:All produced in the US are sold in the US.
Predicates:
US(x),SoldInUS(x)
Fol:∀x (US(x) → SoldInUS(x))
4.Text:If labeled, then the product is cheaper.
Predicates:
Labeled(x),Cheaper(x)
Fol:∀x (Labeled(x) → Cheaper(x))
5.Text:All sold in the US are sold in Walmart.
Predicates:
SoldInWalmart(x),SoldInUS(x)
Fol:∀x (SoldInUS(x) → SoldInWalmart(x))
6.Text:All displayed on the homepage are sold in Walmart.
Predicates:
DisplayedInHomepage(x),SoldInWalmart(x)
Fol:∀x (DisplayedInHomepage(x) → SoldInWalmart(x))
7.Text:No products returned by customers are sold in Walmart.
Predicates:
SoldInWalmart(x),ReturnedByCustomer(x)
Fol:∀x (ReturnedByCustomer(x) → ¬SoldInWalmart(x))
8.Text:G-910 is either displayed on the homepage or cheaper.
Predicates:
DisplayedInHomepage(x),Cheaper(x)
Constants:
g910
Fol:¬(DisplayedInHomepage(g910) ⊕ Cheaper(g910))
Conclusion:
Text:G-910 is a product returned by customers.
Predicates:
ReturnedByCustomer(x)
Constants:
g910
Fol:ReturnedByCustomer(g910)"
"Premises:
1.All dispensable things are environment-friendly.
2.All woodware is dispensable.
3.All paper is woodware.
4.No good things are bad.
5.All environment-friendly things are good.
6.A worksheet is either paper or is environment-friendly.

Conclusion:
A worksheet is bad.","We can get these predicates:
Dispensable(x),EnvironmentFriendly(x),Woodware(x),Paper(x),Good(x),Bad(x)
We can get these constants:
worksheet
Let's translate one by one.
Premises:
1.Text:All dispensable things are environment-friendly.
Predicates:
EnvironmentFriendly(x),Dispensable(x)
Fol:∀x (Dispensable(x) → EnvironmentFriendly(x))
2.Text:All woodware is dispensable.
Predicates:
Dispensable(x),Woodware(x)
Fol:∀x (Woodware(x) → Dispensable(x))
3.Text:All paper is woodware.
Predicates:
Paper(x),Woodware(x)
Fol:∀x (Paper(x) → Woodware(x))
4.Text:No good things are bad.
Predicates:
Bad(x),Good(x)
Fol:∀x (Good(x) → ¬Bad(x))
5.Text:All environment-friendly things are good.
Predicates:
EnvironmentFriendly(x),Good(x)
Fol:∀x (EnvironmentFriendly(x) → Good(x))
6.Text:A worksheet is either paper or is environment-friendly.
Predicates:
EnvironmentFriendly(x),Paper(x)
Constants:
worksheet
Fol:Paper(worksheet) ⊕ EnvironmentFriendly(worksheet)
Conclusion:
Text:A worksheet is bad.
Predicates:
Bad(x)
Constants:
worksheet
Fol:Bad(worksheet)"
"Premises:
1.If a person is the leader of a country for life, that person is in a monarchy.
2.Leaders are either a king or a queen.
3.Queens are female.
4.Kings are male.
5.Elizabeth is a queen.
6.Elizabeth is a leader

Conclusion:
Elizabeth is a leader of a country.","We can get these predicates:
Leader(x),InMonarchy(x),King(x),Queen(x),Female(x),Male(x)
We can get these constants:
elizabeth
Let's translate one by one.
Premises:
1.Text:If a person is the leader of a country for life, that person is in a monarchy.
Predicates:
InMonarchy(x),Leader(x)
Fol:∀x (Leader(x) → InMonarchy(x))
2.Text:Leaders are either a king or a queen.
Predicates:
Queen(x),Leader(x),King(x)
Fol:∀x (Leader(x) → King(x) ⊕ Queen(x))
3.Text:Queens are female.
Predicates:
Queen(x),Female(x)
Fol:∀x (Queen(x) → Female(x))
4.Text:Kings are male.
Predicates:
Male(x),King(x)
Fol:∀x (King(x) → Male(x))
5.Text:Elizabeth is a queen.
Predicates:
Queen(x)
Constants:
elizabeth
Fol:Queen(elizabeth)
6.Text:Elizabeth is a leader
Predicates:
Leader(x)
Constants:
elizabeth
Fol:Leader(elizabeth)
Conclusion:
Text:Elizabeth is a leader of a country.
Predicates:
Leader(x)
Constants:
elizabeth
Fol:Leader(elizabeth)"
"Premises:
1.No athletes are slow runners.
2.All professional basketball players are athletes.
3.All NBA players are professional basketball players.
4.All Knicks players are NBA players.
5.Jim is either not a professional basketball player or not a slow runner.

Conclusion:
Jim is not a Knicks player.","We can get these predicates:
Athlete(x),SlowRunner(x),ProfessionalBasketballPlayer(x),NBAPlayer(x),KnicksPlayer(x)
We can get these constants:
jim
Let's translate one by one.
Premises:
1.Text:No athletes are slow runners.
Predicates:
Athlete(x),SlowRunner(x)
Fol:∀x (Athlete(x) → ¬SlowRunner(x))
2.Text:All professional basketball players are athletes.
Predicates:
Athlete(x),ProfessionalBasketballPlayer(x)
Fol:∀x (ProfessionalBasketballPlayer(x) → Athlete(x))
3.Text:All NBA players are professional basketball players.
Predicates:
NBAPlayer(x),ProfessionalBasketballPlayer(x)
Fol:∀x (NBAPlayer(x) → ProfessionalBasketballPlayer(x))
4.Text:All Knicks players are NBA players.
Predicates:
NBAPlayer(x),KnicksPlayer(x)
Fol:∀x (KnicksPlayer(x) → NBAPlayer(x))
5.Text:Jim is either not a professional basketball player or not a slow runner.
Predicates:
ProfessionalBasketballPlayer(x),SlowRunner(x)
Constants:
jim
Fol:¬(ProfessionalBasketballPlayer(jim) ⊕ SlowRunner(jim))
Conclusion:
Text:Jim is not a Knicks player.
Predicates:
KnicksPlayer(x)
Constants:
jim
Fol:¬KnicksPlayer(jim)"
"Premises:
1.A La Liga soccer team ranks higher than another if it receives more points.
2.If two La Liga soccer teams recieve the same points, the team which recieves more points from the games between the two teams ranks higher.
3.Real Madrid and Barcelona are both La Liga soccer teams.
4.In La Liga 2021-2022, Real Madrid recieves 86 points and Barcelon recieves 73 points.
5.In La Liga 2021-2022, Real Madrid and Barcelona both recieve 3 points from the games between them.

Conclusion:
In La Liga 2021-2022, Real Madrid ranks higher than Barcelona.","We can get these predicates:
LaLiga(x),MorePoints(x,y),HigherRank(x,y),MorePointsInGameBetween(x,y)
We can get these constants:
barcelona,realMadrid
Let's translate one by one.
Premises:
1.Text:A La Liga soccer team ranks higher than another if it receives more points.
Predicates:
MorePoints(x,y),HigherRank(x,y),LaLiga(x)
Fol:∀x ∀y (LaLiga(x) ∧ LaLiga(y) ∧ MorePoints(x, y) → HigherRank(x, y))
2.Text:If two La Liga soccer teams recieve the same points, the team which recieves more points from the games between the two teams ranks higher.
Predicates:
MorePoints(x,y),MorePointsInGameBetween(x,y),HigherRank(x,y),LaLiga(x)
Fol:∀x ∀y (LaLiga(x) ∧ LaLiga(y) ∧ ¬MorePoints(x, y) ∧ ¬MorePoints(y, x) ∧ MorePointsInGameBetween(x, y) → HigherRank(x, y))
3.Text:Real Madrid and Barcelona are both La Liga soccer teams.
Predicates:
LaLiga(x)
Constants:
barcelona,realMadrid
Fol:LaLiga(realMadrid) ∧ LaLiga(barcelona)
4.Text:In La Liga 2021-2022, Real Madrid recieves 86 points and Barcelon recieves 73 points.
Predicates:
MorePoints(x,y)
Constants:
barcelona,realMadrid
Fol:MorePoints(realMadrid, barcelona)
5.Text:In La Liga 2021-2022, Real Madrid and Barcelona both recieve 3 points from the games between them.
Predicates:
MorePointsInGameBetween(x,y)
Constants:
barcelona,realMadrid
Fol:¬MorePointsInGameBetween(realMadrid, barcelona) ∧ ¬MorePointsInGameBetween(barcelona, realMadrid)
Conclusion:
Text:In La Liga 2021-2022, Real Madrid ranks higher than Barcelona.
Predicates:
HigherRank(x,y)
Constants:
barcelona,realMadrid
Fol:HigherRank(realMadrid, barcelona)"
"Premises:
1.If a Leetcode problem is at the easy level, then its AC rate is lower than 20 percent.
2.All Leetcode problems that are recommended to novices are easy.
3.A Leetode problem is either easy or hard.
4.Leetcode problems that are starred by more than 1 thousand users are hard.
5.2Sum is recommended to novices.
6.4Sum is starred by more than 1 thousand users.

Conclusion:
2Sum has an AC rate higher than 20 percent.","We can get these predicates:
Easy(x),LowerAC(x),Recommended(x),Hard(x),Starred(x)
We can get these constants:
foursum
Let's translate one by one.
Premises:
1.Text:If a Leetcode problem is at the easy level, then its AC rate is lower than 20 percent.
Predicates:
LowerAC(x),Easy(x)
Fol:∀x (Easy(x) → LowerAC(x))
2.Text:All Leetcode problems that are recommended to novices are easy.
Predicates:
Recommended(x),Easy(x)
Fol:∀x (Recommended(x) → Easy(x))
3.Text:A Leetode problem is either easy or hard.
Predicates:
Hard(x),Easy(x)
Fol:∀x (Easy(x) ⊕ Hard(x))
4.Text:Leetcode problems that are starred by more than 1 thousand users are hard.
Predicates:
Starred(x),Hard(x)
Fol:∀x (Starred(x) → Hard(x))
5.Text:2Sum is recommended to novices.
Predicates:
Recommended(x)
Constants:
twosum
Fol:Recommended(twosum)
6.Text:4Sum is starred by more than 1 thousand users.
Predicates:
Starred(x)
Constants:
foursum
Fol:Starred(foursum)
Conclusion:
Text:2Sum has an AC rate higher than 20 percent.
Predicates:
LowerAC(x)
Constants:
twosum
Fol:¬LowerAC(twosum)"
"Premises:
1.All rental cars cost the renter money.
2.Whenever Sarah goes to Vermont, Sarah drives there.
3.For someone who does not own a car to drive somewhere, they must either borrow a car or rent a car.
4.Sarah doesn’t own a car.
5.Sarah never borrows a car to go camping.
6.Sarah is going to go camping in Vermont this weekend.
7.To go camping somewhere, you must go to that place.

Conclusion:
Sarah will spend money this weekend.","We can get these predicates:
Rent(x,y),Spend(x,y),GoesTo(x,y),DriveTo(x,y),Own(x,y),Borrow(x,y),Camping(x,y)
We can get these constants:

Let's translate one by one.
Premises:
1.Text:All rental cars cost the renter money.
Predicates:
Rent(x,y),Spend(x,y)
Constants:
car,money
Fol:∀x (Rent(x, car) → Spend(x, money))
2.Text:Whenever Sarah goes to Vermont, Sarah drives there.
Predicates:
DriveTo(x,y),GoesTo(x,y)
Constants:
sarah,vermont
Fol:GoesTo(sarah, vermont) → DriveTo(sarah, vermont)
3.Text:For someone who does not own a car to drive somewhere, they must either borrow a car or rent a car.
Predicates:
DriveTo(x,y),Rent(x,y),Borrow(x,y),Own(x,y)
Constants:
car
Fol:∀x ∀y (¬Own(x, car) ∧ DriveTo(x, y) → Borrow(x, car) ⊕ Rent(x, car))
4.Text:Sarah doesn’t own a car.
Predicates:
Own(x,y)
Constants:
sarah,car
Fol:¬Own(sarah, car)
5.Text:Sarah never borrows a car to go camping.
Predicates:
Borrow(x,y),Camping(x,y)
Constants:
sarah,car
Fol:∀x (Camping(sarah, x) → ¬(Borrow(sarah, car)))
6.Text:Sarah is going to go camping in Vermont this weekend.
Predicates:
Camping(x,y)
Constants:
sarah,vermont
Fol:Camping(sarah, vermont)
7.Text:To go camping somewhere, you must go to that place.
Predicates:
GoesTo(x,y),Camping(x,y)
Fol:∀x ∀y (Camping(x, y) → GoesTo(x, y))
Conclusion:
Text:Sarah will spend money this weekend.
Predicates:
Spend(x,y)
Constants:
sarah,money
Fol:Spend(sarah, money)"
